,product,title ,rating,body
111,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Not accurate,1,Accuracy is concern. It is just show watch
112,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",really smart experience,5,looking nice and easy to use.useful product
113,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Don't buy, waste of money",1,"Initially the smart watch was working fine.It's just 20 days, now for 2 days the power button is not working properly .It shows time correctly and sleep almost correct , and it looks nice, that's it ..But blood pressure , heart rate and oxygen, these are totally wrong , even for wooden furniture the watch is showing blood pressure..Now return window is closed, and it's totally a waste .Don't buy ut"
114,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Awesome,5,Love the smart watch.
115,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Stop Working after 20 Days,1,"Watch has suddenly stopped working after 15-20 days of usage. It doesn't start at all, even though its full charged.Called customer care of amazon and they asked to contact Boltt customer care. Have reached out to Boltt customer care but no response.Stay away from such products which doesn't have a life!!! Beware!!"
116,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",awesome  Watch,5,Awesome Watch in budget.  all the features are very accurate and working fine.
117,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Easy to use,4,"This watch is easy to use and has all the funtions such as measuring oxygen level, heart beat, multisports mode and so many other features. I would positively recommend this smart watch."
118,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",smart n trendy.. awesome display!,4,"Your browser does not support HTML5 video.


   Looks smart n trendy... Display is awesome! But, m not sure how sturdy it is if m going to do an intensive workout... It's quite comfortable to wear though the dial is big & I was apprehensive about it initially... But getting used to it! Lil heavy while sleeping for using the sleep monitor cos of the metal body!"
119,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Avg product - disappointed with screen resolution,3,Not as expected display was big but resolution was low even it has 500 nits brightness not that effective better we can go to noise colorfit  pro3 or amazefit bip uAccuracy: heartrate the accuracy was fine . But spo2 and BP were not accurateTouchscreen: very goodSuugestion to buyers: if ur looking for good resolution display better to avoid this watch
120,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Only a toy,1,"A waste of money this product, checking out against arm BP and finger pulse pieces, the watch was not reliable and many times showed false readings. Brought to keep heart beat while running, the watch goes off too quickly (20 sec max), the face does not like too much sweat in swiping and to get the beat back, it takes two or three presses each time. Basically arm candy only"
121,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Value for money,5,Worth for money spent. I liked the build quality and its style.
122,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Valua for money,5,"Display is so big , nice product"
123,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Awesome Watch, don't wait: Just go for it",5,"This is my first smart watch and I liked it very much. I am very excited to say that the build quality and display screen is large, bright and very beautiful. Battery is good, it easyly stays upto 4 to 5 days after full recharge. The sensor are nice, it monitors almost currently heart beat, BP, SPo2. I recommend to go for this."
124,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Very bad product at high price,2,"Very bad product. Battery life is poor. All brands claim 10× battery life. Many companies selling wrong products using Amazon platform at exorbitantly high price.This particular product design is bad. It looks like a toy band with laughable watch faces. Design is very bad, bad font, battery charge % not shown so on..I hate this product."
125,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Satisfactory but not good to go,3,We can't have more than 5 watch faces in watch itself. You need to download and replace the existing one in watch.BP monitoring is at all not correct. Always shows higher values. Just to add an additional selling feature in watch this BP sensing has been added nothing else. Doesn't show battery percentage in watch itself. Rest satisfactory but not good to go.
126,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Do not waste your MONEY on this .. Do NOT Buy.. !!!,1,"Your browser does not support HTML5 video.


   The Watch worked well for 30 days only.. After that it stopped working. It is in bootloop. not tracking steps, BP, sleep pattern or anything which a watch is suppose to do. I have raised an offical conplaint and i have not heard anything so far from the comapany..I will wait for sometime and then will start esclating the same."
127,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Not working after 15 days....customer care not responding....Don't buy it.,1,Not working after 15 days....even I tries to call customer care they said to fill a google form for pick up...but after that they did nothing...when I call them they are no responding...waste of my money...amazon pls do something.
128,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Nice watch at a reasonable price,4,"It's a nice watch at this price with a good display size. Measures SpO2, heart rate, BP, accuracy however could be little doubtful but it works nevertheless.Color was a bit of disappointment, shade does not match with the picture."
129,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Easy to use with many features,5,"Your browser does not support HTML5 video.


   Looks good and easy to use"
130,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Poor customer care,1,"Sleep monitor function is not logical. It is counted only night. All other functions are okiesh. Dial is bigger one. just ok.Addition after 2 months:The screen is not turning on.Worst customer care service. No direct no. No docket/ ticket no generated. It only says "" one of our colleague will contact you with in 5/7 days. Already complained 2 times. No answers."
131,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Very good 😊,5,Very nice watch!
132,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good quality of watch band and screen.,5,Great quality. Liked the watch at first glance..  but it displays wrong values for BP and SpO2 for an BP and Oxygen related patient.Got the device replaced and yet again ti displayed the wrong reading for the black colored watch.Need more technical improvement work related to the same for it to be used for patients to show correct alarm and be used efficiently.
133,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Value for money at this price range,4,"Strong built, liked the design. App is apt and works well with the smartwatch. Step tracking is mostly accurate. Not so sure about sleep tracking. Heart rate monitoring works well. 1.69 inches big display looks and functions well. Overall worth the buy."
134,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",It is a good product.,4,It would be too early to write review. Appearance and built quality is premium and scrolling is smooth.  I feel I need to wait a lot to see time using smart watch when compared with mobile.Thanks
135,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",POWER BUTTON(MAIN BUTTON) DID'T WORK SOMETIMES,3,"umm now actually the overall displya and body build is awesom,but today i faced some problem in this watch that sometimes its home screen button does't work anymore and i tried to fix it but it doesn't got fixed and then i have to reset it again.first i was was very scared that now its been damage inside or something else,but then i relaxed,i think its been due to some glitches..."
136,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worst brand with worst customer survice center . This is so cheap product,1,This is worst brand on so high price battery life is only for 3 days . Company has promiced for 8 to 10 days . I have purchase the fire bollt beast 1.69 after one week colour of watch was changis from blue to silver . I have complaint to customer care but there is no response . I have call to customer care survice they said we can't do . friends don't west your money for this brand.
137,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Belt is damaged & smart watch frame color is coming out in just 7 days of use,3,"HiI bought Fire-Boltt Beast SpO2 1.69” on 28th July 2021 & gifted the same to my father who is a senior citizen & retired Army person on 5th August 2021. After using this watch for a week, he is very happy but within 7 days the color of the die has started to come out & the belt is also damaged.Waiting for Seller's respond. Hopefully, he give us a replacement for bad quality product"
138,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Backplane opened and not closing,1,"I bought this smartwatch on 22 June... it was functioning fine, but all of the sudden the back panel of smartwatch opened. Now it's not closing and I am finding it extremely hard to reach company for warranty support. There is no customer care number. It says that there is 1 year warranty. Please help."
139,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Very good looking product,5,Just received the watch and it looks brilliant! It is charging right now so will update a detailed review after using it for a couple of days. But it looks very cool and nice and can't wait to start using it.
140,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",NOT AT ALL WORTH IT !!,2,"A good looking watch; But functionality and results are not at all trustworthy.Heart Rate and Spo2 readings are utterly wrong everytime....and i tried the sleep function and WOW..IT DOESNT WORK.This is imported from CHINA, IT IS NOT MADE IN INDIA. and they have removed Blood pressure function."
141,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Need to improve the touch quality,1,Screen touch is not working properly. Band quality also not satisfied
142,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Exercise measurement and BP measurement,1,"*  Not good in exercise counting i.e., walking, running accuracy is very low in calculating KM, calories burnt, etc., *  BP measuring is not accuracy.*  Sleep measurement is not good and poor accuracy*  Overall not worth to buy."
143,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good watch,5,Very good watch
144,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Very bad product and worst customer service,3,I had purchased this watches on 9 june 2021 and back cover come out and this is worst quilty of watch and I had ask for repair or replacement of this they told this is not on warranty so what kind Services of  Boltt company.Dear Amazone IndiaKindely check with vendor they are spoiling Amazone Brand Down
145,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worth it,5,"The product is as described one.... Love the packaging and delivery was also so good... The watch is so glossy from the screen side and specially the rotating crome.the only disappointment is the accuracy of the watch... Its not that accurate.... But after all its a beautiful product... If you wanna gift someone, its a perfect gift❤....Go ahead 😊"
146,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Go for it and again and again and again go like i am going still,4,"The watch looks amazing. I purchased for me and my younger brother also. He told me that you should buy it once again. I usually wear simple watch but once my mausi ji suggested me to wear a smartwatch of firebolt brand. I follow her advice and now i an here. I changed my name from Rahul to ""Xavier"" after wearing this adorable watch"
147,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worst smart watch ever,1,"Your browser does not support HTML5 video.


   Bought this watch around 15 days ago. Touch stopped working in 10 days. Watch is automatically restarting. Sent mails to support group, also filled the complaint form. No one has contacted me till now. When called Amazon, they are isaying replacement period is only 7 days. Total waste of money. Will update if someone contacts me."
148,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best watch at this price,4,"Screen to display ratio would have been increased. Got few coupon codes for music and streaming apps. Good display, works nice and one more feature should have been added is an option to let dial (watch) screen always on or on for 5-10sec."
149,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Not fulfill the expectations.,1,"Not accurate at all, always showing the normal ranges of spo2, BPM, HR. You are just paying for the screen size only when buy this watch."
150,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",WORST SMART WATCH EVER.. CHEAP CHINESE WATCHES SOLD,1,I hardly bought this watch which was working fine for 3days and on the 4th day it  was not even powering on and stopped working all of a sudden. Being a Chinese company they do not have a proper customer care service number..  Even mails were sent but no response..  Don't get fooled by looks.. Dear customer please do not buy any fire boltt products my sincere advice
151,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Used Product?!,4,"Just recieved the product. As of now 1st impression it's nice. But found a few scratches at the back near the sensors. May be it was sold to someone before, not sure. Will update the product review after using the watch for few days."
152,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Value for Money,4,Product is good. Cross check with my oxygen meter and bp meter at home. Results are accurate.
153,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",A perfect device to track health check up.,5,A perfect equipment for the present situation. You can relay on its health checking options whether ots heart rate monitor or spo2 or blood pressure every time its give accurate results as I have compared it with oximeter. Well optimise hardware with user friendly interface together with very good battery life which gives you 4 to 5days of battery backup.
154,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Bang for the buck,5,My first purchase with fire boltt. Very nice feature packed smart watch. Just one feature is not there to find my phone. Overall a good product.
155,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worst don’t buy don’t waste money,1,"Worst productNo battery backNo raise to wake up.Notifications won’t make display on , u have to manually switch on the screen.Received replacement product which is someone already used.Don’t buy any electronic products from Amazon.Don’t have option to give less than 1star."
156,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Don't buy this product, it's a waste of money.",1,"I am using it for 2 months, the knob is not working and screen touch works occasionally has lost the sense. Measurements of BP, SPO2 and HR are not accurate."
157,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Wosrt,2,"Sleep Tracking is working, but don't expect to be accurate, touch response is quite good,Only footsteps count is accurate...Back panel has came out automatically and not charging sometimes.. Heartrate is fixed when it's showing on the main screen.. It's not updating it self with time.."
158,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Purchase for time only,1,Screen quality is very good. But accuracy is not too good.
159,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Happy with watch,5,No cons as I am happy to get this watch as it’s best in this price for 3799/- and I think no other watch can beat this fireboltt beast smart watch.
160,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Look and feel is great..,4,"Look and feel is great..Battery life is good..Heart rate, Spo2, Bp are calculating decently accurate...Watch faces are ok ok... But best ones are very limited..."
161,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Strongly recommend smartwatch under 4000,5,"Very nice smartwatch under 4000. Built quality is good. Readings of spo2, blood pressure etc are accurate. Not much used as just today I got it. But as of now it's a must buy smartwatch."
162,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Maximum features,4,"Your browser does not support HTML5 video.


   Looks great so far , just recvd , it had the max features,  hence I shortlisted this over other brands, just realized after using it for 2 days , it doesn't capture Body temp , such a basic feature that could have been added to make it a purchase worth other wise a great product .."
163,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",gps lose point this watch,4,"I love fire boltt watch first hd 1.69 display watch made in indai .not  accurecy bp, heart rate,  spo2 I check surface seen every 3 senders result  per filed. Thanks boltt watch ."
164,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good watch,5,"Watch is decent. I would recommend BSW002 watch strongly over BSW001, As I have used both. And the difference is about 1000rs.So if you can increase your budget a little then go for BSW002"
165,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Thank you for this watch,5,"Great watch .....which we need in this pandemic time...correct bp , temperature and all ....thanks amzon.... I gifted my husband  ..he is  so happy......because he has high blood pressure issue and works as frontline worker in this pandemic time ...worth purchasing.....thank you so much amzon...."
166,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Amazing at this price point,5,Loves it reviewing after 1month..Good screen size . Works as expected. I love wearing it. Quality wise good. Strap quality good.I don't expect accuracy from the watch. But most of the readings of fittness like heart rate calories match withy treadmill readings.
167,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Not working at all. Died this watch in 15 days,1,Waste of money product guys..It's been 17 days and stopped working completelyNo response from fireboltt service center and not opened at all. There is no service center for this product and definitely it's gonna fail as early as possible. Please do not buy this at all instead buy any smart band for samsung or Mi.
168,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Touch, and other monitors are good but..",3,"Touch and other monitors are good but it must have always on display, so that we could see the time and other things on screen, any time. Currently we have to press side button to turn screen on."
169,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good Product,4,"It is a good product overall. UI is smooth overall.Though the SPO2 measurement is quite not accurate and it measure heart rate, SPO2 on table also.The silent option in the watch while receiving does not silent the phone but instead just silent the vibration of the watch which i think is drawback. Other than that good deal."
170,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Display not as given in description,3,This brand says that this watch has the largest display of 1.69 inch but... NO.this is not so true.It's similar like other watches i.e 1.55 inch only. I don't think u must waste 4k on this watch. Better search for other brands
171,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",VERY SATISFIED!!!,5,"All the features of this watch are amazing. All the trackers are accurate, especially SPO2 and it has multiple sports modes which makes it easier to track the progress."
172,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Touch screen not working just aft 8 th day of use and they given 7 days replacement,1,"Your browser does not support HTML5 video.


   The touch is not upto mark and just on 8 th day touch is not working at all without any damages it's in original conditionNot used in last 7 days even much I feel I was cheated"
173,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","1.4"" more economical n worthy.",5,"There is no difference in size among 1.4"" and 1.69"" sizes. Both hav all features same , except the press button.  The button is larger in 1.69"". Better to buy 1.4"" size. Another feature of woman health features like menstrual cycle, etc is available in the app, how this has not been mentioned in any review till date."
174,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good display and assom,5,"This watch display is good but color is little disappointed.Brightness is assomBuild quality is assomWatch ui is goodApp ui is not good ( set reminder is missing)I don't like the app uiBut watch system is assomSpo2 , bp , heart rate monitor is goodOver all 7.5 out of 10"
175,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Just a smart watch,3,"The BP Monitor is off by 20%. The pulse too is off by 15-20% as compared to the bodyline treadmill, when I got the heart rate up."
176,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Great Smartwatch! Go for it,4,Nice watch. Accurate measurmenr if SpO2 level and heart rate. Good to have watch. Must for fitness freaks.
177,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",O2 and BP results.,5,I like it’s look. It’s accurate. And show all the notifications. I am confused about it’s result. I have some doubt about O2 and BP result it couldn’t be as accurate as real. Overall it justifies it’s money value.
